pressure,stress_std,damage
100,9493324.619167652,2.1356912880676062e-06
200,9209967.034865007,3.556152413071404e-06
30,17079098.027386826,3.7581472116925688e-06
100,8613292.284025092,9.091980389819966e-07
30,2920625.866582711,2.975257939766856e-09
200,5184488.1305828,8.090754883458527e-08
100,10249555.48019011,9.67686349241911e-07
100,5918688.746159529,1.3039352859117773e-07
30,7446963.397041906,3.160229417397048e-07
30,18202335.240266763,3.770582187876712e-06
30,22334652.032382455,1.0635768911527567e-05
200,1977308.0150877885,3.0180285062405133e-09
100,16090673.79516155,1.0630264735833939e-05
200,6604325.147068556,7.283897091495754e-07
100,30415906.743414145,9.068751526723767e-05
30,19567414.82866745,1.001793560614428e-05
30,6505433.136694695,1.227439655520051e-07
100,2334346.527894112,2.5646158847074857e-09
30,3483781.791267669,5.672571002286062e-09
30,5237789.303506172,8.686808527827911e-09
100,28208979.61695606,7.957279530950582e-05
30,18001323.549208403,4.218316442143355e-06
30,22468266.691646226,1.2572203393646781e-05
100,5133130.613527577,2.9858022992203385e-08
30,12411127.375183217,1.2084434851065305e-06
30,19100641.05728737,6.843290061205e-06
100,3174055.676417341,1.0358934693521233e-08
30,16937668.500269406,3.82973494036428e-06
30,18936320.94724951,6.473239034559725e-06
200,17856962.672713757,6.046445110854041e-06
30,4275411.047706708,1.4062310658242363e-08
200,19141110.37538926,7.174943353841644e-05
100,4905900.477686373,5.4343322413829437e-08
30,18192234.74439324,6.336653492941815e-06
100,34469517.07390992,9.029272769333252e-05
200,21586054.59950621,9.826282238612842e-05
30,21880749.714454312,9.050317765105171e-06
200,28643937.9741444,0.00027788516930696673
30,6205640.499447782,6.441371838415547e-08
100,16616558.043818636,9.416009668833047e-06
200,5076842.93324465,2.268650256900904e-07
100,13146374.457046965,4.8969666016426364e-06
100,31067059.792789843,0.00012502061319444416
200,36218961.84303369,0.0006356231576571986
200,15007545.891332,1.7333744545984553e-05
30,16253838.945170932,3.4819999162343833e-06
200,14128958.473934617,1.6352366060967602e-05
100,2638921.207274102,4.094494981883151e-09
200,7985870.4103361005,1.5855816018773493e-06
100,4299178.693902888,3.680371952571747e-08
100,18138225.855825726,1.7065359323195754e-05
30,14761625.67907664,3.029651597153767e-06
100,14633041.747505547,6.103052616518732e-06
200,10587337.156114254,4.475937292807876e-06
200,4352909.666589004,1.0568025557007635e-07
200,3027587.7889820104,2.3799688899339278e-08
200,18866194.179286994,6.390041586133253e-05
200,4121123.2260714746,5.38492105852928e-08
200,6301933.034949023,6.579200652814041e-07
200,9885795.347012945,3.5294130725457874e-06
30,10500702.820571886,7.605402524812362e-07
30,5713990.777180242,6.050100424157601e-08
100,16471962.699532136,1.2632948448761401e-05
100,9377126.745182363,1.3685201827674795e-06
200,33368388.822271023,0.0006601434794888391
100,13368563.607584756,4.430944162785925e-06
100,17596205.011577126,1.039316031573846e-05
200,3744494.250271982,7.257966641053766e-08
100,31927226.989888236,0.00010464111541800102
100,11188734.981620055,3.7612266097736303e-06
200,28232706.735028923,0.0002843746159540068
30,3060080.4697159342,2.47267821163014e-09
100,29441504.11242647,5.396650222759486e-05
30,20169200.55829268,9.270461935424007e-06
100,25420576.426866166,5.430512709395685e-05
30,10526804.924210208,1.6875586789755786e-06
200,29509395.423663497,0.00029379952633806436
200,3747592.023215063,9.247074548478047e-08
100,29610397.920430545,7.722360388037225e-05
200,43577674.66518889,0.0010684089651372566
30,8808138.85365355,6.242403875848287e-07
200,12511734.341807397,1.5108784193779828e-05
100,29631173.679808453,6.814390217757397e-05
100,31340692.052751392,8.139485400879863e-05
30,9154641.232183762,2.518797614230147e-07
30,16176505.442665987,3.2933140181369586e-06
30,17375641.640382085,5.160225469940753e-06
30,19557058.64378946,9.157561813435204e-06
200,27313142.002450306,0.00025140937339974934
100,5622957.950027155,1.35068888791288e-07
100,13225623.444645556,1.1707762410151403e-06
100,17959069.852380514,1.5417061840648835e-05
100,21637495.29202659,2.3231386275700616e-05
100,17792049.576482035,1.2756139366066369e-05
30,9420680.605848411,8.088678958387567e-07
100,7379344.360270872,4.249320340210137e-07
100,18831671.97734893,2.6101016025030854e-05
200,16182472.247913372,1.628650545966887e-05
200,42038591.22106058,0.000954500318706798
200,25792029.350352798,0.00018439725831023596
100,6693542.329933075,1.6601038817999622e-07
30,5328988.7765917,5.5241998379529787e-08
200,63677754.25008229,0.0020594643769248594
200,11939415.324119244,8.668950715082911e-06
200,6159673.26741704,5.410927646885753e-07
200,8846171.809228696,1.6688425326072431e-06
30,16543541.997581419,2.9504857913865716e-06
200,9317872.886843285,3.408972713348733e-06
100,9720335.094614036,1.5297081424623902e-06
200,5719108.777545311,3.6145803001334586e-07
200,4382475.0856113825,1.6105132583335685e-07
200,4555518.041629589,1.322878788620808e-07
200,13303265.376746533,1.2062642055176985e-05
30,8608042.582210574,1.407638318459226e-07
100,22636933.89002279,2.8162216401569962e-05
100,5748504.345601619,1.20511930342725e-07
200,3326613.2643030663,4.068936843101301e-08
200,4999553.093737771,3.0002654606288016e-07
30,17451592.5453624,4.02698976939226e-06
200,14135331.939076498,3.212273157324726e-05
100,33303902.48626454,9.005550423426506e-05
200,24758026.698386624,0.00013730371670398834
30,15833614.074622897,5.733269429674383e-06
200,44503836.32786238,0.0006935291134777329
30,10247448.369163392,1.5446739100971333e-06
30,5570192.35909198,7.632015711048013e-08
100,26626275.813685756,5.567186162756164e-05
30,19457127.422649533,6.345836827465034e-06
200,1367067.3423259032,7.427486479433731e-10
30,20150739.69487789,1.1980868078438663e-05
100,10402484.635389136,2.158366766436983e-06
200,18412766.20485374,5.93095110757952e-05
100,5437304.893047642,1.139084700388469e-07
100,6987447.38828406,3.441057402941301e-07
30,18907495.278032754,5.341873567412431e-06
200,8478028.151992386,1.957754112257195e-06
30,19611711.05462685,6.100357052392088e-06
30,16012619.327950126,2.739395124612832e-06
100,8371543.785249371,5.68546947148637e-07
100,32215321.96920071,8.214000013391027e-05
200,6589384.102390775,7.730058258345171e-07
200,20587935.68315883,9.346097458768664e-05
200,23574112.819008894,0.00012999174714464315
100,5094507.898032762,5.819968466521027e-08
30,4727487.132115023,2.0276811373633664e-08
200,12840086.366735915,9.731799410511438e-06
30,8286785.280204757,2.2246170505670545e-07
100,12362980.745281177,2.650292923195644e-06
100,12088973.012317885,1.3959606449661883e-06
200,42200220.84625829,0.0009504718847503356
200,5381492.947986088,4.269774655848356e-07
100,5659046.260232708,1.6089579759384108e-07
100,25828328.15875638,6.744518912466096e-05
200,3784799.210135068,5.3322875945001026e-08
200,23489033.015271753,0.00010632854079634212
30,1872799.3664829552,2.993402585051832e-10
30,21823037.332806528,9.66760606198065e-06
100,7765358.6050645895,3.417839252416359e-07
100,19701888.634019297,2.53142775785513e-05
100,29823809.264537934,6.941696848025445e-05
30,654385.5067953946,5.685136530517876e-12
100,29296851.30729149,5.883987260067329e-05
200,39739650.5405593,0.000802149838446322
100,3578081.8483647224,9.313418930795411e-09
200,3993132.092188681,5.8317946021864715e-08
100,6370132.146755062,1.7911444689983526e-07
30,6564491.249758498,7.676027564579556e-08
100,5858772.3113986775,1.9623156883181367e-07
30,2034013.2715932538,3.840952418364075e-10
100,15332618.62263778,4.696682299282671e-06
100,1260315.569501276,1.5765562830124143e-10
30,3031900.8552590185,3.5175454944097603e-09
100,22909746.11037597,3.084523271591928e-05
200,4807764.352220109,1.2325441115986644e-07
200,49366928.67038613,0.0013370852745525513
100,12214327.4336588,1.3377910709376849e-06
100,7844038.253734014,3.3870983849460375e-07
200,5933656.293488572,3.9636776883795206e-07
100,15787988.211985646,1.1823337872484451e-05
200,6891225.800116628,5.814290070850033e-07
30,5795422.1945598675,6.908938902339486e-08
30,9082063.565807179,3.8871683125517465e-07
30,4384335.266041702,2.1064373744442327e-08
100,6482499.701539634,2.180604222456332e-07
30,1423201.3018564368,8.934808332523218e-11
100,17076371.117449343,1.626198777338267e-05
30,15403085.24546147,2.448707723061815e-06
100,1724481.6523029807,5.492531881019486e-10
30,22571766.2136875,7.094069243757398e-06
200,5411292.675949076,3.541118609874623e-07
30,9442117.20370164,7.276555804271882e-07
200,31755812.938906316,0.00022686157219553457
200,1258736.6548573286,4.901625091250376e-10
100,9928407.600929229,1.597679846386387e-06
30,23080342.596026413,2.1181310527429006e-05
100,7808481.649765384,3.333504152415335e-07
200,1509928.4829702545,9.53547821943315e-10
100,1888519.2556622534,9.343800612025344e-10
30,16627891.885931082,4.359367111023664e-06
100,7389864.446742586,2.621224400063839e-07
200,6703381.336772397,4.934744027338663e-07
30,11822212.098564666,1.4043238713907396e-06
100,8285156.494985868,8.343983961867738e-07
30,19201309.94114979,1.1822513647798528e-05
30,4177107.7621293217,9.4536766986025e-09
30,14159068.828989042,1.8545855492018081e-06
200,7387597.550753732,7.683804351955035e-07
200,2335227.9256504965,7.876986529963904e-09
30,12373205.241487099,1.6672823143248457e-06
100,3742716.1494325455,3.055829690288661e-08
100,1357630.4541303006,2.4803630192182466e-10
30,3319928.262439633,2.935300897340825e-09
100,20403281.688809548,3.119875454891199e-05
30,3324580.9679195383,3.891169267020137e-09
100,4844613.973158906,5.680562143273425e-08
100,15742469.684229001,9.772717001967809e-06
30,16457281.449870048,3.3742214540420513e-06
200,7180314.561229942,1.237624653981284e-06
200,37840320.7252726,0.0005345667207791814
200,8500500.736771157,2.0057402294830513e-06
100,11079433.620772846,3.416091019460493e-06
200,10777833.621126864,5.944203249456061e-06
100,15626582.808223413,1.1956673344767671e-05
100,6256920.793674837,1.389044680120099e-07
200,5229141.64101173,3.1723257664101406e-07
100,6484604.547435855,2.3128130815824177e-07
100,1962168.4050937463,1.0886440233708048e-09
30,5329349.739757548,2.9083116035207087e-08
30,8907219.598375654,2.245779665200103e-07
200,25511430.170912128,0.0002542638952601935
100,3071953.4406292234,1.0396866686718766e-08
100,4882780.480031627,6.77259850829928e-08
200,15910148.156689068,3.4703595960611985e-05
100,3781903.801518537,2.383379832928195e-08
30,20903508.150021493,5.774193175950822e-06
200,9129453.972873896,3.2506192313430516e-06
200,12980799.82903104,2.0988617997787774e-05
200,26322854.635680802,0.0002505507310709623
30,5077477.602764905,2.6596182586361814e-08
200,23585759.081836246,0.0001399008187030096
30,3950211.346932938,1.5053945829265137e-08
200,8464085.644286314,1.3998800960730068e-06
100,15668472.33935206,6.752498659335274e-06
100,4638619.910670765,5.713294893730958e-08
30,3012545.395858958,1.4923622015449414e-09
200,36253028.732549906,0.0006213508801760856
30,16238308.569563724,4.046953646708014e-06
200,5316105.708356023,1.8790179147995546e-07
30,4420670.988375459,2.3916695883488045e-08
100,32974447.699400492,0.00016106342716680445
100,6888051.084988716,4.4400246464399655e-07
30,6417572.784640625,1.0713829053184828e-07
30,7083374.941758163,1.8587668567483526e-07
200,19213508.873939108,1.637216261795404e-05
30,14107826.733847354,2.2032485203277532e-06
30,18487611.452562902,7.369420363078595e-06
30,4830931.283467755,2.205827335889308e-08
30,18754190.704756487,5.3546390052878085e-06
100,36391660.27667215,0.00014317723614776373
200,10859539.289503086,6.904396752206713e-06
30,16843841.082774,3.834867902159213e-06
30,13308966.617432393,1.83994881978287e-06
200,9343347.870923575,4.202340235194109e-06
100,31712132.901306137,8.239495140341095e-05
30,2534066.0967032705,1.4250670354795719e-09
100,30728413.22213491,7.522274909211678e-05
30,28609980.42498823,1.9775262111188836e-05
30,1175463.8586534131,3.6719709628532875e-11
200,21184844.035744093,0.0001284855310486791
200,8646438.053777227,3.082832354074531e-06
30,20969549.582704663,5.170070354826267e-06
100,24267442.119240914,3.70761569919839e-05
30,6956769.979717104,6.955623856983597e-08
100,2955014.328282108,5.520461978766575e-09
200,1446094.5242848834,1.207066929893719e-09
30,17918394.38486511,4.610784958648869e-06
30,19724953.13035129,7.135121058568732e-06
200,9350966.26946622,4.417953369447877e-06
200,9137852.488895372,1.8284001643102052e-06
200,17263163.013617646,4.022071734325445e-05
30,12877869.476684637,2.39309024480226e-06
100,10243628.416051684,1.970481783426911e-06
100,30765995.249537338,9.378323642495136e-05
30,9205397.480475366,6.893901583817294e-07
200,7517795.070480176,1.6522066258278866e-06
200,3115629.3018096266,3.239535994022458e-08
30,12295940.30732764,2.649708152680027e-06
30,2847859.6656502387,1.0468535409125136e-09
30,19936001.193233844,6.474317784074794e-06
100,1508908.8349617196,3.081167023710897e-10
200,8914303.220857836,4.42156437278702e-06
200,29566167.086573865,0.00023869362931175304
30,16829232.55135638,3.56568690608363e-06
100,29886386.922272477,7.972174373775204e-05
200,13014584.822188001,1.0156744242408902e-05
30,3707661.049674539,4.204692841261918e-09
30,7675654.228982633,1.980922556221404e-07
30,24748897.92342703,9.406708018274486e-06
100,15121153.701412212,1.4852365416799897e-05
100,27223123.23639289,5.6963754522439716e-05
100,8351747.676839964,6.091709736419348e-07
100,12178066.410582535,7.027331502553253e-07
100,17775351.577516638,1.4569314445134282e-05
100,21009958.11797825,3.617394691179931e-05
200,13664313.255990775,1.1639487437772567e-05
200,3512238.0139557174,1.5671290678040343e-08
100,5435364.588318491,1.4208274606483732e-07
200,25455259.192359574,0.00013608681859334553
30,19576237.705392096,6.717758566606403e-06
30,12037238.7664734,1.0918196539422603e-06
200,6101693.280522652,7.342833111620959e-07
30,4043479.527734277,8.772814856766404e-09
200,42640635.265789755,0.0008527290206130445
100,3026357.221365943,7.807603859119314e-09
200,14249187.583986336,8.425958674321095e-06
100,8760810.238860736,1.1120183515421882e-06
30,23181415.49270889,1.0633651097745136e-05
200,3421962.71047762,1.8429237939923492e-08
30,10602052.702631481,1.1125330023247054e-06
30,15601309.115753759,3.4957219433901022e-06
100,7534118.459059682,4.013543917799931e-07
200,5478142.825914143,2.3358270931350273e-07
200,42698633.67141979,0.0009051463066605822
100,25118451.062258694,5.125129848287979e-05
100,25859292.59103345,5.035831609440719e-05
30,8396953.629559563,2.2969163913143527e-07
200,2630839.0174567457,1.611520406215531e-08
100,1978520.485297869,9.769594224398836e-10
200,5819852.7621444445,5.383724016533597e-07
200,8053432.836975919,1.3011234596982328e-06
200,10381679.683406586,6.820597299595753e-06
100,12331815.891313639,7.679292129236368e-06
200,10854485.729089405,5.4341126287445545e-06
100,29259448.75912262,8.948554767739794e-05
100,5504411.146585778,1.5212129982388458e-07
200,31631866.79238756,0.0003770482951763904
30,7684413.771655762,5.854938115777157e-07
100,19830611.40224672,2.8154946645546916e-05
100,27275236.528348096,6.315885880320925e-05
200,3174114.627581839,3.174646085992579e-08
30,15048957.470402708,2.9408672747754893e-06
30,4246705.37823784,1.0873635695932225e-08
100,3865129.0154171647,2.0681793472571847e-08
30,17663775.222640313,4.992307277118869e-06
30,6903096.112982555,1.9525671159864106e-07
200,34736197.38495105,0.00046493930415133556
100,15796947.530759677,1.810283669940671e-05
30,1352291.8370482125,4.3491790519311636e-11
100,4112262.3364385804,1.572501174345911e-08
200,34254965.958043754,0.0005276982549216781
100,24139745.596501783,3.538859007522705e-05
30,15572271.96580909,2.5571602333896126e-06
30,5414132.711190421,1.7781110160402944e-08
30,8511981.403381424,3.9214869536567466e-07
30,5305035.719413547,3.3645268989645476e-08
100,8314523.011134648,3.6989792448867807e-07
30,7774731.723167694,1.5277599315555648e-07
30,5045637.604393448,1.8399077444674827e-08
200,5147984.291468312,3.9304228365665753e-07
30,17638095.01420324,6.05755339073411e-06
100,23336837.00916882,5.2243289691583216e-05
200,8771758.848545449,3.024242524430387e-06
200,10244118.982503543,2.753577611684171e-06
30,13882948.434821313,2.8356793022991575e-06
100,26896414.510994673,7.04804901640863e-05
200,7576817.651787735,1.1844621345749314e-06
100,23011312.76632357,5.2807315964957185e-05
100,5741203.807917743,1.6726623993913698e-07
30,13799869.539280672,2.2135256227841505e-06
200,27593597.887014452,0.00021150559702587773
100,22272127.69465255,3.707508344791644e-05
30,7215401.679887577,1.762104506719524e-07
30,7595539.180079714,1.4982343368875443e-07
200,4251445.739182717,1.050994794149945e-07
200,44796014.161554426,0.0007828597864371473
100,2120141.8711524424,1.1965565395096438e-09
100,18610926.73707865,1.5914014697921815e-05
200,36059938.04451177,0.0004534121970937705
100,18619972.235926144,1.756388902136579e-05
200,11746393.16882851,3.058105731266698e-06
100,3414564.726875068,1.2778732640855068e-08
30,9586063.02775939,4.0088782743978765e-07
200,4126622.4867555504,4.853053352696746e-08
30,2084990.945069024,5.147799202209897e-10
30,5835749.22176929,2.8296777524328525e-08
100,33053989.285813663,7.094219466791062e-05
30,4458750.639589604,1.1530395251240787e-08
200,3292038.985827793,3.25104111341188e-08
30,6093519.066680006,1.3185735567217907e-07
100,5105641.80209731,7.549518630631404e-08
100,19285866.90295167,2.716858556928921e-05
200,4480295.079855654,1.19773781053026e-07
200,12928060.543596098,1.58682377389825e-05
200,4833758.3585325815,1.730018804909185e-07
200,4069215.3615574553,8.217846505399622e-08
200,5689859.5363053,4.3116735478181506e-07
100,27339489.641319174,5.2948821641093835e-05
200,48467166.24264145,0.0013965142508120787
200,669980.0322516779,5.275859537974212e-11
200,3620423.5687360615,5.085420431080274e-08
30,2266265.584200754,8.564754830921198e-10
200,5314061.259079649,2.9826290473831163e-07
100,4541892.138843123,4.3305243374914045e-08
100,3990048.082752902,1.926255653990979e-08
100,3311497.1930307685,1.0651059047806129e-08
30,6264324.386099127,7.21102484586582e-08
200,6292520.851564206,5.057892154850068e-07
200,14086229.164544841,2.1051630332361504e-05
30,1999577.6797635686,3.776007326826746e-10
30,12254796.2800408,2.718023261703168e-06
30,4085537.1959126825,8.944788705785958e-09
100,4373546.440021236,3.61008123258678e-08
200,54068532.44299684,0.0016221878954250993
200,20785304.724094227,7.516847833512465e-05
100,5746398.432272506,1.3308572587314042e-07
200,11143572.130050883,8.77818105995041e-06
100,11034977.03179488,3.1992251714454963e-06
100,7049366.327562085,3.6577188466331847e-07
200,10257375.584092079,5.213344374789178e-06
30,20102264.433552437,8.108370225127432e-06
100,5047397.182473919,1.1212133523232261e-07
100,38651262.68833561,0.00012114075265085136
200,16980938.749482717,3.376688928643764e-05
100,3322669.513858219,1.344903910820904e-08
200,20033699.225580595,6.524054098417637e-05
100,21315577.697168875,3.877435059783322e-05
30,16677440.492690384,1.2819858746268355e-05
200,39435111.38890969,0.0008477154522755515
100,23485548.45161232,3.8948370199600684e-05
100,17630018.970656134,1.900479724339233e-05
100,32167983.565754827,0.00017137158691371847
100,10103430.376331585,1.7053840055007704e-06
200,18477003.09692756,5.0703241088996916e-05
30,4252283.590189352,1.9270046158502534e-08
30,20439464.790154144,3.76436050537815e-06
200,4340188.094637723,1.287327414395356e-07
200,5507555.622346021,4.1301710139241437e-07
100,10252871.349659428,1.7229616811414656e-06
100,4249229.057147196,2.54303566987089e-08
100,5231114.271413807,1.0569218768600684e-07
30,21565061.823925734,7.694505669449143e-06
200,39964917.189391315,0.0009574641120434759
30,10239036.065753719,8.605599861199794e-07
100,4080004.336415294,1.76313765424751e-08
30,5265336.620673937,2.5395440286326095e-08
30,8226952.468744136,2.2586885407246472e-07
100,25996193.57545169,4.4729948463407875e-05
30,15904896.536721006,3.2066764538452535e-06
200,33077592.019592803,0.0005175613425174383
30,6067693.522141445,9.277490486217672e-08
100,5799961.865014688,8.012591368256884e-08
200,17524357.854174923,3.5082028377583555e-05
100,20069240.651988775,1.6807971882824585e-05
200,19392627.0472854,5.158814934113253e-05
30,20864016.681953218,1.332378607675404e-05
200,11153166.618878445,8.733449949180786e-06
100,11218825.158957703,2.784180109723462e-06
100,3168775.908938132,1.1086807770971471e-08
100,14263554.064940369,6.117229350313391e-06
30,19133241.470394056,5.710274584788835e-06
100,15170945.435051255,8.916552978714657e-06
100,3119655.0804783045,1.0613371963806712e-08
30,11525782.862608822,1.2925733551642909e-06
200,6273509.848456733,5.236523758171712e-07
30,8245498.625556839,3.263678208671647e-07
30,2679890.359909376,9.238366916990992e-10
200,26410456.231691312,0.00015531070904725136
30,18241406.71344939,4.38003649198226e-06
30,2080849.455307268,4.77171927016452e-10
100,32986317.40985128,7.151285792858048e-05
100,32822641.637329232,0.00010333315521054726
30,12424034.836511664,1.9198112407877736e-06
200,5691879.729170794,3.8173066737621233e-07
30,14167298.544063257,2.2011650714012673e-06
30,4977168.78527018,2.2352673862972532e-08
30,10439424.368634304,1.0151100246316163e-06
200,6552598.955478993,9.354573599870137e-07
200,5529402.883871529,4.611845244742569e-07
100,4134518.0754305893,2.6134982643843014e-08
200,7714708.732292241,8.483758871205273e-07
100,5343294.023412361,8.837914134870959e-08
100,5170886.192287277,1.298225938696702e-07
200,45590299.42351802,0.0010048218275546061
100,6474455.736550431,1.306470865298055e-07
100,22936300.74925623,3.769775472695616e-05
200,35710867.268179886,0.0005290544281609144
100,11562547.666522242,3.1537625395947462e-06
30,3494052.8572062314,6.411530852720959e-09
100,37037407.56414755,0.00016603683198784282
200,3578071.1453188783,2.8318453277806473e-08
30,3527334.9698166465,2.125828379031014e-09
200,30124056.201527674,0.00030932372521636127
200,15071736.366745198,9.676967913407227e-06
200,1745678.1770024335,1.1953466901649383e-09
100,3754244.073620414,1.7485707729468766e-08
100,23102201.615134295,3.741302481529418e-05
100,10143430.000108434,1.2960227622772808e-06
30,2357650.164989819,8.438018595840477e-10
30,8589444.809412332,3.181325702720921e-07
30,15575547.981416963,2.3188666627004314e-06
200,5662944.474925923,4.870645775553185e-07
30,13503787.193719132,1.5370284286758358e-06
200,8370630.389675432,1.009287321353863e-06
30,20041680.76387562,4.334345113725753e-06
200,15355973.843911134,2.445467952623476e-05
100,28565383.406265456,6.624881784452158e-05
100,1601748.4446128737,3.243226025362849e-10
200,28481851.745514277,0.00029455502091584826
30,17928331.69486539,6.011970577457671e-06
30,1444229.1127802348,1.631019988461839e-10
30,14991075.844162902,2.9462360051211404e-06
100,22008056.494076423,3.661549013776061e-05
30,23630937.26633944,1.6687245987726334e-05
200,8973227.361933097,2.8805736501598935e-06
200,19218387.775904965,3.418969616554579e-05
200,45247321.470891,0.000875856853434935
200,5135006.411005322,3.262436354088236e-07
200,4789837.0552945705,2.3798552183274451e-07
200,8913382.019302212,1.2747923575638732e-06
200,3413000.071907021,4.214916090739315e-08
30,21466196.96421567,6.941367277939212e-06
200,9125393.150358692,1.8488625534412154e-06
200,7570303.637970896,9.212842165141299e-07
100,4073321.0628528916,2.680078655773959e-08
200,4345322.364602225,1.1827563086134418e-07
200,13868523.951505389,1.7934432655927945e-05
100,14994207.590137856,6.430054995788424e-06
30,7693770.2943226,1.9619121522742567e-07
200,14218737.647554103,2.4366087450459827e-05
30,15016437.137983367,2.0519764357998627e-06
200,5950109.973859949,5.009698813655e-07
